objectid,filename,title,format,description,creator,date,item_information,subject,location,source,identifier,rights,rightsstatement,type,language
campusecho406,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-3.pdf,Library Recieves Books,application/pdf,Alerted students that the most recent set of World Book Encyclopedias and Atlas had been delivered to the library. This was through a program with the publishers that loaned each addition to universities all over the country.,NCCU The Campus Echo,1968.04.28,single-page; newspaper,Library; Education; Encyclopedia,"Durham, NC",http://digitalnc.org/,1968.04.29.3.Library_Recieves_Books,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho407,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-3.pdf / https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-5.pdf,Professor Saluted,application/pdf,"Shouts out a revered Professor and Author, Russel Lee Adams.",NCCU The Campus Echo,1968.04.28,single-page; newspaper,Professor; Author,"Durham, NC",http://digitalnc.org/,1968.04.29.3.Professor_Saluted,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho408,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-4.pdf,Who Is Bruce,application/pdf,"This piece's narrator provides some background information about ""Bruce,"" also known as Annie B. Lanier, and her unusual personality.",NCCU The Campus Echo,1968.04.28,single-page; newspaper,Coming of Age,"Durham, NC",http://digitalnc.org/,1968.04.29.4.Who_Is_Bruce,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho409,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-4.pdf,Wide Choice Offered Students,application/pdf,A program that enables students to take trips abroad while pursuing their education.,NCCU The Campus Echo,1968.04.28,single-page; newspaper,Traveling;Education,"Durham, NC",http://digitalnc.org/,1968.04.29.4.Wide_Choice_Offered_Students,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho410,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-4.pdf,Junior Diplomatic Posts Open,application/pdf,Employment opportunities for minority groups in the United States,NCCU The Campus Echo,1968.04.28,single-page; newspaper,Jobs,"Durham, NC",http://digitalnc.org/,1968.04.29.4.Junior_Diplomatic_Posts_Open ,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho411,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-4.pdf,Look Homeward Angel Coming ,application/pdf,"Ketti Frings creates play about a seventeen year old boy, Eugene Grant growing into manhood",NCCU The Campus Echo,1968.04.28,single-page; newspaper,Art;Play Writing,"Durham, NC",http://digitalnc.org/,1968.04.29.4.Look_Homeward_Angle_Coming,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho412,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-4.pdf,Cindermen Enjoy Success,application/pdf,"NCCU students on the track team compete in the Philadelphia. the All-Eastern Games, and the Big Seven In­ door Track Meet appear to be on their way to maintaining NCC’s status as a respected and world renowned track power. Lee Cal- hoim and Edwin Roberts, and mile relayers Terrell Amos, Bobby Johnson, Edwin Roberts, and Andrew McCray (known as the Four Horsemen) had great success during this time",NCCU The Campus Echo,1968.04.28,single-page; newspaper,Sports;Track,"Durham, NC",http://digitalnc.org/,1968.04.29.4.Cindermen_Enjoy_Success,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho413,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-4.pdf,Dreaming about your future? then stop!,application/pdf,Interviews on NCC campus for people who are intrested in civilian career with the Army Recreation or Library Program in Europe or the Far East.,NCCU The Campus Echo,1968.04.28,single-page; newspaper,Arts; Social Science; Music ,"Durham, NC",http://digitalnc.org/,1968.04.29.4.Dreaming_About_Your_Future_Them_Stop,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho414,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-4.pdf,A Medical Answer For Muscular Low Back Pain ,application/pdf,Anacin Analgesic Tablets can help relieve severe back pain ,NCCU The Campus Echo,1968.04.28,single-page; newspaper,Medicine,"Durham, NC",http://digitalnc.org/,1968.04.29.4.A Medical_Answer_For_Muscular_Low_Back_Pain ,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho415,https://newspapers.digitalnc.org/lccn/2015236599/1968-04-29/ed-1/seq-4.pdf,"""I think you can measure a company’s interest in its people by its willingness to invest in them.""",application/pdf,The IBM Program is for aspiring programers. This program allowes students to be full time while giving them financial opportunities ,NCCU The Campus Echo,1968.04.28,single-page; newspaper,Program; Oranization,"Durham, NC",http://digitalnc.org/,1968.04.29.4.I_think_ you_can_measure_a_company’s_interest_in_its_people_by_its_willingness_to_invest_in_them,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho416,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-1/#words=29+July,48 Science Teachers In Summer Institute,application/pdf,48 teachers from many differents states have been enrolled into Central's 12th consecutive summer insitute for secondary teachers for science and mathematics,NCCU The Campus Echo,1968.07.29,single-page; newspaper,teachers;stem,"Durham, NC",http://digitalnc.org/,1968.07.29.1. 48_Science_Teachers_In_Summer Insitute_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho417,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-1/#words=29+July,Durham Foundation Makes Gift To School's Endownment Campaign,application/pdf,The Duncan Flecher foundation has gifted NCC with $500 in the college's million dollor endownment drive,NCCU The Campus Echo,1968.07.29,single-page; newspaper,foundation,"Durham, NC",http://digitalnc.org/,1968.07.29.1. Durham_Foundation_makes_Gift_To_School's_ Endownment_ Campaign_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho418,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-1/#words=29+July,"66,300 Grant Made by NSF",application/pdf,"NCC has recieved a  $66,300 grant from the National Science Foundation for a 3 year program of improvement of the school's physics curriculum",NCCU The Campus Echo,1968.07.29,single-page; newspaper,grant,"Durham, NC",http://digitalnc.org/,1968.07.29.1. $66.300_Grant_Made_by_NSF_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho419,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-1/#words=29+July,Appointments Announced by President Whiting ,application/pdf,"At the recent semi-annual of the NCC board of Trustees, the appointments of 21 people, including 13 new faculty members were announced by President Albert N. Whiting of NCC",NCCU The Campus Echo,1968.07.29,single-page; newspaper,president;announcement,"Durham, NC",http://digitalnc.org/,1968.07.29.1. Appointments_Announced_By_President Whiting_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho420,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-1/#words=29+July,Budget Request ,application/pdf,"Ncc will ask the North Carolina Legisature for $22,000,000 for the 1969-71 biennium according to financial vice president. of NCC, William Jones.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,request;budget,"Durham, NC",http://digitalnc.org/,1968.07.29.1. Budget_Request_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho421,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-2/,"Ncc Falculty, Students In Attack On Poverty",application/pdf,2 major anti- poverty in NC involved NCC students and faculty,NCCU The Campus Echo,1968.07.29,single-page; newspaper,poverty;helping,"Durham, NC",http://digitalnc.org/,1968.07.29.2.NCC_Faculty_Students_In_Attack_On_Poverty_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho422,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-2/,Dr. Whiting Awarded L.L.D,application/pdf,"President of Ncc has been awarded L.L.D degree frpm Ahmerst college at the college commencement Friday, June 7th.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,awarded,"Durham, NC",http://digitalnc.org/,1968.07.29.2.Dr.Whiting_Awarded_L.L.D._,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho423,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-2/,Trustees Approve J.D. For Law School,application/pdf,NCC board of trustees approved awarding Jumior Doctor to all future graduates and those holding a bachelor's degree,NCCU The Campus Echo,1968.07.29,single-page; newspaper,approval,"Durham, NC",http://digitalnc.org/,1968.07.29.2. Trustees_Approve_J.D._For_Law_School_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho424,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-3/,The Director's Corner ,application/pdf,The director of NCC gives an update of enrollment based on last year's summer enrollment and all things new this year,NCCU The Campus Echo,1968.07.29,single-page; newspaper,director;update,"Durham, NC",http://digitalnc.org/,1968.07.29.3.The_Director's_Corner_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho425,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-3/,Principals' Supervisors,application/pdf,"Principals, supervisors, and vice principals of all public schools in durham met together  ",NCCU The Campus Echo,1968.07.29,single-page; newspaper,community;principals;supervisors,"Durham, NC",http://digitalnc.org/,1968.07.29.3.Principals_Supervisors_,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho426,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-3/,Dean Latham Retires To Read Who-Dun-Its,application/pdf,Dean Miss Denise Latham retires after 20 years of working at NCC,NCCU The Campus Echo,1968.07.29,single-page; newspaper,retire;dean,"Durham, NC",http://digitalnc.org/,"1968.07.29.3.Dean_Latham_Retires_To_Read_""Who_Dun_Its""_",https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho427,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-6/,Reading Workshop,application/pdf,Article discusess a workshop led by Daisy. W Robson on teaching reading to disadvantaged individuals .,NCCU The Campus Echo,1968.07.29,single-page; newspaper,workshop,"Durham, NC",http://digitalnc.org/,1968.07.29.6.Reading_Workshop,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho428,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-6/,English Teachers Poems Published In New York,application/pdf,"Assistant English professor (and long time chairman of the Department of Dramatic Art)  at North Carolina College, Mary Bohanon- author of ""Poems and Character Sketches"" gets her book published by Greenwich Book Publishers Inc., New York.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,teachers;published,"Durham, NC",http://digitalnc.org/,1968.07.29.6.English_Teachers_Poems_Published_In New_York,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho429,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-7/,President Learns His Job Means Work,application/pdf,"Dr. Albert N. Whiting is contributing to higher education by serving on two important boards- the Educational Testing Service and the Board of Publications for Negro Universities Press, focusing on works related to predominantly black colleges and black history.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,president;job,"Durham, NC",http://digitalnc.org/,1968.07.29.7.President_Learns _His_Job_Means_Work,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho430,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-7/,Assistant Grid Coach Was Pro Footballer,application/pdf,"Robert H. ""Stonewall"" Jackson, was a former New York Giants linebacker, he has extensive coaching experience, one of that being the head coach at Johnson C. Smith University and Shaw University, and will now serve as an assistant coach at North Carolina College with an academic rank of instructor.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,professional;athletle,"Durham, NC",http://digitalnc.org/,1968.07.29.7.Assistant_Grid_Coach_Was _Pro_Footballer,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho431,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-7/,Faculty Members Study Under Catch-Up Grants,application/pdf,"A few North Carolina College faculty members (with an average of five years of service) decided to produce advanced studies, primarily focused on obtaining their doctorates, through grants provided by the College under North Carolina's ""catch-up"" program for developing institutions.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,faculty;learning,"Durham, NC",http://digitalnc.org/,1968.07.29.7.Faculty_Members _Study_Under_Catch-Up_Grants,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho432,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-7/,Faculty Promotions Made: Eight Rise From Instructors,application/pdf,"Dr. Albert N. Whiting, the former president of North Carolina College, announced promotions for nine faculty members, including Dr. Mary M. Townes, who was elevated from associate professor to professor and directed an NSF Institute for secondary school teachers. The other faculty members were promoted from instructor to assistant professor in different departments.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,faculty;promotions,"Durham, NC",http://digitalnc.org/,1968.07.29.7.Faculty_Promotions_Made:_Eight_Rise_From_Instructors,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho433,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-8/,"Microbiology Student Is Inventor, Playwright",application/pdf,"Benjamin Becker attended a Microbiology course at North Carolina College. He was a former businessman turned microbiology scholar, now an assistant professor at Hamilton College. Becker is known for his amazing work in bacterial analysis and discovery of a potential antimicrobial compound. While doing all of this he still pursued interests in sports and playwriting, including a musical comedy featuring Dr. Edward Jenner.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,student;inveentor,"Durham, NC",http://digitalnc.org/,"1968.07.29.8.Microbiology_Student_Is_Inventor,_Playwright",https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho434,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-8/,Dr. Kleyn Knows His Beer; He Was Brewery Chemist,application/pdf,"Dr. John G. Kleyn, a student at the Microbiology Institute at North Carolina College, was an Associate Professor of Biology who had a background in yeast research and a special interest in improving beer production. He began teaching in 1965 and found it a fulfilling and stimulating job.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,brewery;chemist,"Durham, NC",http://digitalnc.org/,1968.07.29.8.Dr. Kleyn_Knows_His_Beer;_He_Was_Brewery_Chemist,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho435,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-8/,Speech and Hearing Institute Held Here,application/pdf,"North Carolina College hosted a Speech and Hearing Institute for Teachers. It included talks, demonstrations, and discussions led by experts, with Mrs. M. B. Lucas as the director and Marcus H. Boulware, Ph.D, as the consultant, talking about things like language development and speech techniques.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,speech;hearing;institure,"Durham, NC",http://digitalnc.org/,1968.07.29.8,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho436,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1/,Religous Clubs Endorse Boycott,application/pdf,Religous groups of their program planning to endorse boycotting of the stores in Durham. They chose to stand outside with literature and give shoppers alternative stores to shop at. ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,faculty;promotions,"Durham, NC",http://digitalnc.org/,1968.09.30.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho437,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,Fuller Speaks At NCC Rally,application/pdf,Fuller speaks to the university. ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.09.30.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho438,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,"Alumni, College Honor Riddick",application/pdf,Riddrick was honored and spoke high of his college career. ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,faculty;promotions,"Durham, NC",http://digitalnc.org/,1968.09.30.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho439,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,South African Lecture Slated,application/pdf,Ntalabati spoke at Central and won the nobel peace prize ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,faculty;promotions,"Durham, NC",http://digitalnc.org/,1968.09.30.1,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho440,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,Urban Meeting Set For October 4-5,application/pdf,"The Federal agencies repre­ sentatives will be available to talk with all students who are interested in governmental em­ ployment, and will maintain booths and informational desks",NCCU The Campus Echo,1968.09.30,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.09.30.1 Urban_Meeting_Set_For_October_4-5,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho441,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,34 Recuiter To Visit In October,application/pdf,34 men most in different working field recuirting ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,faculty;promotions,"Durham, NC",http://digitalnc.org/,1968.09.30.134 Recuiter_To_Visit_In_October,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho442,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,Welcome to the Land Of Eagles,application/pdf,Welcoming people to Central encouraging people to get involved on campus,NCCU The Campus Echo,1968.09.30,single-page; newspaper,student;inveentor,"Durham, NC",http://digitalnc.org/,1968.09.30.2 Welcome_to_the_Land_Of_Eagles,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho443,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,What in Blazes NCC,application/pdf,SWpeking on the Mayo Classic and how they should have won. ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,speech;hearing;institure,"Durham, NC",http://digitalnc.org/,1968.09.30.2,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho444,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,Political Outlook viewed By Wyatt,application/pdf,,NCCU The Campus Echo,1968.09.30,single-page; newspaper,faculty;promotions,"Durham, NC",http://digitalnc.org/,1968.09.30.2,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho445,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,Black Leadership Combines Forces,application/pdf,"Mr. Gladstone M. Ntalabati, an exile from South Africa and a member of the banned African National Congress of South Africa",NCCU The Campus Echo,1968.09.30,single-page; newspaper,student;inveentor,"Durham, NC",http://digitalnc.org/,1968.09.30.2,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
